promoted,review,projects,salary,tenure,satisfaction,bonus,department_admin,department_engineering,department_finance,department_logistics,department_marketing,department_operations,department_retail,department_sales,department_support
0,0.9447248071075665,-0.47678410023296697,2,-1.8215541468275305,0.20139871866748713,0,True,False,False,False,False,False,False,False,False
0,2.0213887096358487,1.2583545276981924,1,-2.5314811328914777,0.06360696638089143,0,False,False,False,False,False,False,False,False,True
0,0.9754981967718498,-0.47678410023296697,1,0.3082268113643111,-0.36111161921631924,0,False,False,False,False,False,True,False,False,False
1,-0.8546223723130678,-0.47678410023296697,1,1.0181537974282584,-0.7389918744922405,0,False,True,False,False,False,False,False,False,False
0,-0.9943599108395523,1.2583545276981924,2,-0.40170017469963604,1.2603826672248157,0,False,False,False,False,False,False,True,False,False
0,-0.6845704039776674,-2.2119227281641263,0,1.7280807834922054,-0.14275504839298966,0,False,False,False,False,False,True,False,False,False
0,0.052355936512245,-0.47678410023296697,1,1.0181537974282584,-0.9513870580992307,1,False,False,False,True,False,False,False,False,False
0,2.2788859850340257,-0.47678410023296697,1,-3.241408118955425,0.30934497220733687,0,False,False,False,True,False,False,False,False,False
0,-0.4150570689260416,-0.47678410023296697,1,1.0181537974282584,0.25440563615264433,0,False,False,False,False,False,False,False,True,False
0,1.3879464555541865,1.2583545276981924,1,-0.40170017469963604,-1.0597972359080865,0,False,False,False,False,True,False,False,False,False
0,1.4289223131409385,1.2583545276981924,1,1.0181537974282584,-0.8369243779901168,0,False,False,False,False,False,False,False,True,False
0,0.12883446238139493,-0.47678410023296697,1,-0.40170017469963604,0.7944988615769408,0,False,False,False,False,False,False,False,True,False
0,-0.23879256238789615,1.2583545276981924,2,0.3082268113643111,1.1385871476154676,1,False,False,False,False,False,False,True,False,False
0,-0.7939804241644457,1.2583545276981924,1,1.7280807834922054,0.14722094979407033,0,False,False,False,False,False,False,False,True,False
0,-0.9093851848898248,-0.47678410023296697,0,0.3082268113643111,1.9190115369403586,0,True,False,False,False,False,False,False,False,False
0,-1.0116482707285945,-0.47678410023296697,1,-1.1116271607635833,2.127701168754384,1,False,True,False,False,False,False,False,False,False
0,0.5281460288379486,1.2583545276981924,0,-1.1116271607635833,-0.3429420694004782,1,False,False,False,False,False,True,False,False,False
0,-0.851275542524483,-0.47678410023296697,0,-1.1116271607635833,1.3638677056799038,1,False,False,False,False,False,True,False,False,False
0,0.5287410672151269,1.2583545276981924,0,1.0181537974282584,0.4558533014814036,0,False,False,False,False,False,False,False,True,False
0,-1.0412190220077207,-0.47678410023296697,1,0.3082268113643111,0.4624292230010257,0,False,False,False,False,False,False,False,True,False
0,-0.13070145318482235,-0.47678410023296697,1,1.0181537974282584,-0.435511522365971,0,False,True,False,False,False,False,False,False,False
0,-1.3201373137685692,-0.47678410023296697,1,-1.1116271607635833,0.6420995542154131,0,False,True,False,False,False,False,False,False,False
0,1.8679163658780347,1.2583545276981924,2,-1.1116271607635833,-1.1429171522662278,0,False,False,False,False,False,False,False,True,False
0,-0.21188938935893983,-0.47678410023296697,1,0.3082268113643111,0.2110107593831738,1,False,True,False,False,False,False,False,False,False
0,-0.48224469426240124,-0.47678410023296697,1,-1.1116271607635833,0.247206918684766,0,False,False,False,False,False,True,False,False,False
0,0.15809757667277582,-0.47678410023296697,2,2.438007769556153,1.178907750364067,0,False,False,False,False,True,False,False,False,False
0,-1.0982272515360902,-0.47678410023296697,1,-0.40170017469963604,1.3383725575103058,1,False,False,True,False,False,False,False,False,False
0,-0.4723302664096189,-0.47678410023296697,1,1.0181537974282584,0.16899174113652218,1,False,False,False,False,False,True,False,False,False
0,1.981373178050758,-2.2119227281641263,0,-1.8215541468275305,0.022834811812759526,0,False,True,False,False,False,False,False,False,False
0,-0.90484925542097,-0.47678410023296697,1,-0.40170017469963604,1.2851435159229478,0,False,False,False,False,False,False,True,False,False
0,-0.7160231312606186,1.2583545276981924,1,0.3082268113643111,1.6436265988082763,0,False,False,False,False,False,False,False,False,False
0,1.340205293987627,-0.47678410023296697,2,-1.1116271607635833,0.2841992932162172,0,False,True,False,False,False,False,False,False,False
0,-0.535768767236928,-0.47678410023296697,1,-1.1116271607635833,0.9764688582324663,0,False,True,False,False,False,False,False,False,False
0,0.19488288915044552,-0.47678410023296697,0,0.3082268113643111,-1.184651811691025,0,False,False,False,False,False,False,True,False,False
0,-0.21892243569549455,1.2583545276981924,2,-0.40170017469963604,-1.306032331345822,0,False,False,False,False,False,False,True,False,False
0,-1.3791198119138166,1.2583545276981924,2,-1.1116271607635833,1.931279882351001,0,False,False,False,False,False,False,False,True,False
0,-1.0479778887046522,-2.2119227281641263,1,2.438007769556153,1.0061017991426457,1,False,True,False,False,False,False,False,False,False
0,1.1406706386085184,1.2583545276981924,1,1.7280807834922054,0.36376951141679437,0,False,True,False,False,False,False,False,False,False
0,1.005006249302254,-0.47678410023296697,1,0.3082268113643111,-0.7084130670549376,0,False,False,False,False,False,False,True,False,False
0,0.4602257155528804,-0.47678410023296697,1,-0.40170017469963604,0.2693335157695389,0,False,False,False,False,False,False,False,False,True
0,-1.4951125735623867,-0.47678410023296697,1,-0.40170017469963604,1.497336967350065,0,False,False,False,False,False,False,True,False,False
0,0.05410217500722557,-0.47678410023296697,1,0.3082268113643111,0.3899287621057816,0,False,False,False,False,False,True,False,False,False
0,-0.322865233941149,-0.47678410023296697,1,-0.40170017469963604,1.3924752588454783,0,False,True,False,False,False,False,False,False,False
0,-1.068669113063346,-0.47678410023296697,1,0.3082268113643111,1.3797323012810887,0,False,True,False,False,False,False,False,False,False
0,-0.030484304720495767,-2.2119227281641263,1,-1.1116271607635833,1.0843426405396515,0,False,True,False,False,False,False,False,False,False
0,0.9315719810557548,1.2583545276981924,1,-1.8215541468275305,0.8263231399122759,0,False,True,False,False,False,False,False,False,False
0,-1.3974237155244613,1.2583545276981924,0,0.3082268113643111,-1.4111391012408616,0,False,False,False,False,False,False,True,False,False
0,0.8917606992331683,-0.47678410023296697,1,0.3082268113643111,-0.6432876390897904,1,False,False,False,False,False,False,False,True,False
0,-0.7295337777763998,1.2583545276981924,2,0.3082268113643111,-0.702927061553961,0,False,False,False,False,True,False,False,False,False
0,0.9064701411005796,-0.47678410023296697,2,1.0181537974282584,0.3559993338377285,0,False,False,False,True,False,False,False,False,False
0,1.2282355086555585,-0.47678410023296697,2,-1.1116271607635833,-1.173864487338859,0,False,False,True,False,False,False,False,False,False
0,-1.2625858236606486,-0.47678410023296697,2,-1.8215541468275305,1.7684163163916207,1,False,False,False,False,False,False,False,True,False
0,0.4596075990490995,-2.2119227281641263,1,-0.40170017469963604,0.1147247950569107,0,False,True,False,False,False,False,False,False,False
1,1.3257963485944475,1.2583545276981924,1,-0.40170017469963604,-0.81925429898882,1,False,False,True,False,False,False,False,False,False
0,1.0504174422126715,1.2583545276981924,1,-1.1116271607635833,0.16440008482329913,1,False,False,False,False,False,False,False,True,False
0,-0.7317912488126839,-0.47678410023296697,1,1.7280807834922054,-0.23823469852385518,0,False,False,False,False,False,False,False,True,False
0,1.7013528679876588,1.2583545276981924,2,-2.5314811328914777,1.20191584564756,0,False,False,False,False,False,False,False,False,True
0,-0.7540969180821966,1.2583545276981924,1,0.3082268113643111,0.9063912132567254,0,False,False,False,False,False,False,False,False,True
0,-0.4369057921747495,1.2583545276981924,1,1.7280807834922054,-0.18621078392708493,0,False,False,False,False,False,False,False,False,False
0,0.07760041436205596,1.2583545276981924,1,-0.40170017469963604,0.24838620222459337,0,False,False,False,False,False,False,True,False,False
0,-1.7215846221299738,-0.47678410023296697,1,0.3082268113643111,-0.40793758981447165,0,False,False,False,False,False,False,False,True,False
0,-1.5716445164341148,-0.47678410023296697,1,2.438007769556153,0.33644825346476376,0,False,True,False,False,False,False,False,False,False
0,0.7577832650410147,1.2583545276981924,1,-0.40170017469963604,-0.08170096429775854,0,False,False,False,False,False,False,False,True,False
0,0.7161672800825548,-0.47678410023296697,1,0.3082268113643111,-0.26946723039335496,0,False,False,False,False,False,False,True,False,False
0,1.0113858681410193,-0.47678410023296697,1,0.3082268113643111,-0.3847868093636114,0,False,False,False,False,False,False,False,True,False
0,-2.038048762147158,-0.47678410023296697,1,-1.1116271607635833,1.8901554088809935,0,False,False,False,True,False,False,False,False,False
0,-0.2526266574707527,-0.47678410023296697,2,-0.40170017469963604,0.3024479414464756,0,False,False,False,False,False,False,False,False,False
0,-2.0170098727996266,1.2583545276981924,2,0.3082268113643111,-0.8100804288911947,0,False,True,False,False,False,False,False,False,False
0,0.6661395193720886,-0.47678410023296697,1,-1.1116271607635833,-0.6024387350528083,0,False,True,False,False,False,False,False,False,False
1,-0.9910437322629501,1.2583545276981924,1,-0.40170017469963604,0.8992814232538205,0,False,False,False,False,False,False,True,False,False
0,2.6001991975250527,-0.47678410023296697,1,-1.1116271607635833,-1.0841387848161106,0,False,False,False,False,False,True,False,False,False
0,-0.3204643728385831,-0.47678410023296697,2,0.3082268113643111,-0.36347352381800263,0,False,False,False,False,True,False,False,False,False
0,-0.13817770576394087,-0.47678410023296697,2,0.3082268113643111,-0.3462177201062795,0,False,False,False,False,False,False,False,True,False
0,-0.2863308826210874,-0.47678410023296697,1,-0.40170017469963604,-0.05537535882160525,0,False,False,False,False,False,True,False,False,False
1,0.9081580545999218,-0.47678410023296697,1,1.7280807834922054,-0.3459998620859093,1,False,False,False,False,False,False,False,False,True
0,-0.5187563837329752,1.2583545276981924,1,-1.8215541468275305,0.8946906371066967,1,False,False,False,True,False,False,False,False,False
0,0.27754055825500157,1.2583545276981924,1,1.0181537974282584,-0.6108495305060311,0,False,False,False,False,False,False,True,False,False
0,-2.3130221884171633,-0.47678410023296697,1,-0.40170017469963604,2.3868783710973696,0,False,False,False,False,False,False,False,True,False
0,0.276013602457403,-0.47678410023296697,2,-0.40170017469963604,-1.7614812156372799,0,False,False,False,False,False,False,True,False,False
0,0.5953497184020634,-0.47678410023296697,1,-1.1116271607635833,1.2989581875626395,1,False,False,True,False,False,False,False,False,False
0,-0.6413116386235412,1.2583545276981924,1,1.0181537974282584,0.2425533179911936,1,False,True,False,False,False,False,False,False,False
0,0.9898369153630374,1.2583545276981924,2,-0.40170017469963604,0.022923238698620643,0,False,False,False,False,False,False,False,False,False
0,0.23428290576479316,-2.2119227281641263,2,0.3082268113643111,1.6394358695789306,0,False,False,False,False,False,False,False,True,False
0,-0.2238847140579928,1.2583545276981924,0,-1.1116271607635833,0.2747589723826605,1,False,False,False,False,False,True,False,False,False
0,0.4210967008341075,1.2583545276981924,1,-1.1116271607635833,0.2598423856679509,0,False,False,False,False,False,True,False,False,False
0,1.2493271675420157,1.2583545276981924,1,-0.40170017469963604,-1.1466751301736817,1,False,False,False,False,False,False,True,False,False
0,-1.2184716625104957,-0.47678410023296697,1,1.0181537974282584,-0.4068567416899138,1,False,False,False,False,False,True,False,False,False
0,-0.5719223192861491,-0.47678410023296697,0,1.7280807834922054,-0.18857185874476307,0,False,False,False,True,False,False,False,False,False
0,0.5100441171698897,1.2583545276981924,1,-0.40170017469963604,0.4595663328908478,0,False,False,False,False,False,False,False,True,False
0,0.8273782960887802,1.2583545276981924,1,-0.40170017469963604,0.04010005167433699,0,False,False,False,False,True,False,False,False,False
1,2.150022925871675,1.2583545276981924,1,-0.40170017469963604,-1.676963084748816,1,False,False,False,False,True,False,False,False,False
0,0.5052071711602732,-0.47678410023296697,1,1.7280807834922054,-0.3877356068331536,0,False,True,False,False,False,False,False,False,False
0,1.405807933332278,-0.47678410023296697,1,0.3082268113643111,-0.10562926088519768,0,False,False,False,False,True,False,False,False,False
0,-1.2193203056837685,-0.47678410023296697,2,-1.1116271607635833,1.973575286215444,0,False,False,False,True,False,False,False,False,False
0,-0.9783189864682872,-0.47678410023296697,1,1.7280807834922054,-0.44734076394346756,0,False,False,False,True,False,False,False,False,False
0,-0.9965863700719806,1.2583545276981924,1,1.0181537974282584,-0.4633700903718607,0,False,False,False,False,False,False,False,True,False
0,-1.0504672002898048,-0.47678410023296697,1,-0.40170017469963604,1.311472716264304,0,False,False,False,False,False,True,False,False,False
0,2.0598484467388483,-0.47678410023296697,1,-1.8215541468275305,-0.8625902775025844,0,False,False,False,False,False,False,True,False,False
0,1.9718072392273995,-0.47678410023296697,1,-1.8215541468275305,-1.751391148802132,0,False,False,False,False,False,False,False,False,False
0,0.4952381272299136,-0.47678410023296697,2,0.3082268113643111,-1.0609312371352897,0,False,False,False,False,False,False,True,False,False
0,-0.3773540914449686,1.2583545276981924,2,0.3082268113643111,0.3015958055726908,1,False,False,False,False,False,False,False,False,True
1,-0.6828308672804426,1.2583545276981924,1,1.0181537974282584,-0.4143925816579455,1,False,True,False,False,False,False,False,False,False
0,0.7333723353958987,-2.2119227281641263,2,-0.40170017469963604,0.11862694192069355,0,False,True,False,False,False,False,False,False,False
0,1.3684889024919094,-0.47678410023296697,0,-1.1116271607635833,0.16782340114534722,0,False,False,False,False,False,True,False,False,False
0,0.938476724177168,-0.47678410023296697,1,-0.40170017469963604,-0.8584752891469865,0,False,True,False,False,False,False,False,False,False
0,0.7056727825788599,-0.47678410023296697,2,1.0181537974282584,0.0654572302051047,0,False,False,False,False,False,False,True,False,False
0,2.0333536587254013,1.2583545276981924,1,-1.1116271607635833,-0.9510539506751398,0,False,True,False,False,False,False,False,False,False
0,-1.2382424439236817,-0.47678410023296697,1,-0.40170017469963604,1.6130615319146269,1,False,False,False,False,False,False,True,False,False
1,-0.2525317986589623,-0.47678410023296697,1,-0.40170017469963604,0.10333723337629179,0,False,False,False,False,True,False,False,False,False
0,-1.388855563583899,-0.47678410023296697,1,1.0181537974282584,-0.24813282530567277,1,False,False,False,False,False,True,False,False,False
0,-0.4868487571120622,-0.47678410023296697,0,1.0181537974282584,-0.7445281980588662,0,False,False,False,False,False,False,False,True,False
0,1.4584685517617055,1.2583545276981924,0,-0.40170017469963604,-0.32775044264291225,0,False,False,False,False,False,True,False,False,False
0,0.6955612193486599,-0.47678410023296697,2,-1.1116271607635833,-0.2333356790946935,0,False,False,False,False,False,True,False,False,False
0,-0.4992582861042264,1.2583545276981924,2,1.0181537974282584,0.2749904019237117,1,False,False,False,False,True,False,False,False,False
0,0.18661070847986014,-0.47678410023296697,1,1.0181537974282584,-0.4449879233469979,0,False,False,False,False,False,False,False,False,False
0,0.37979793263164896,-0.47678410023296697,1,-0.40170017469963604,-1.1809188519743483,0,False,True,False,False,False,False,False,False,False
0,-0.7915538830802735,-0.47678410023296697,2,-1.1116271607635833,0.7874878806804976,0,False,False,False,False,False,False,True,False,False
0,-0.17999410102549662,-0.47678410023296697,1,1.7280807834922054,-0.477996294095782,0,False,False,False,False,True,False,False,False,False
0,0.290545935265319,-0.47678410023296697,0,1.0181537974282584,-0.036966698980166426,0,False,False,False,False,True,False,False,False,False
0,0.6019625830346945,-0.47678410023296697,1,0.3082268113643111,-1.2489740862544512,0,False,False,False,False,False,True,False,False,False
0,2.0068390586550247,-0.47678410023296697,0,-1.1116271607635833,-1.4165837686880336,0,False,False,False,False,False,False,True,False,False
0,0.24545583900575915,-2.2119227281641263,1,0.3082268113643111,-1.1364129484387964,0,False,False,True,False,False,False,False,False,False
0,-0.6465092636843882,-0.47678410023296697,1,0.3082268113643111,1.3288220614577713,0,False,False,False,False,False,False,True,False,False
0,-0.09709141498312845,1.2583545276981924,2,1.0181537974282584,-1.2168276325741378,0,False,False,False,False,False,False,True,False,False
0,-0.5057347153147015,-0.47678410023296697,1,1.0181537974282584,0.08104693738165851,0,False,False,False,False,False,False,True,False,False
0,-0.38986528371740503,1.2583545276981924,1,-1.8215541468275305,1.3290917513358886,0,False,False,False,False,False,False,False,True,False
0,-0.5663185008844559,-0.47678410023296697,1,1.7280807834922054,0.11755284074143325,0,False,True,False,False,False,False,False,False,False
0,-0.7383957464285105,1.2583545276981924,0,-0.40170017469963604,0.709335968947721,1,True,False,False,False,False,False,False,False,False
0,0.36847456379513155,1.2583545276981924,1,1.0181537974282584,0.524673394705441,0,False,False,False,False,False,False,True,False,False
0,-0.5960758533767921,1.2583545276981924,1,0.3082268113643111,-0.5501863627912299,1,False,True,False,False,False,False,False,False,False
0,1.4261117910733532,-0.47678410023296697,1,1.0181537974282584,-0.66670292235465,0,False,False,False,False,False,False,True,False,False
0,1.584074690900493,-0.47678410023296697,1,-0.40170017469963604,-0.9522384401323221,0,False,False,False,False,False,False,True,False,False
0,-1.8113473671825997,-0.47678410023296697,1,0.3082268113643111,1.1380738910182484,0,False,False,False,False,False,False,False,True,False
1,-0.009249888121100478,-2.2119227281641263,1,-0.40170017469963604,0.5216654770517132,0,False,True,False,False,False,False,False,False,False
0,-0.7375469558844963,-2.2119227281641263,0,0.3082268113643111,1.0400824060678104,0,False,False,False,False,False,False,True,False,False
0,0.5511761450024557,-0.47678410023296697,1,1.0181537974282584,-1.2440770914671373,0,False,False,True,False,False,False,False,False,False
0,-0.16515278865782904,-0.47678410023296697,2,0.3082268113643111,-1.2121432298989805,0,False,False,False,False,False,True,False,False,False
0,-0.4039296679144163,1.2583545276981924,0,1.0181537974282584,-0.45385895249740693,0,False,False,False,False,True,False,False,False,False
0,-0.36466526031533897,-0.47678410023296697,1,0.3082268113643111,-1.396553946551863,0,False,False,False,False,False,True,False,False,False
0,0.21053774635073394,1.2583545276981924,1,-1.1116271607635833,0.15488652103762685,0,False,False,False,False,False,False,False,True,False
0,0.6942151916077687,-0.47678410023296697,1,-0.40170017469963604,-1.241983291636331,1,False,False,False,False,False,False,True,False,False
0,-2.5466051946578436,-0.47678410023296697,1,-1.1116271607635833,2.3128861997978394,0,False,False,False,False,False,True,False,False,False
0,-0.02945217755269981,-0.47678410023296697,1,0.3082268113643111,0.4850356592419262,0,False,False,False,True,False,False,False,False,False
0,-0.44204508140415105,-0.47678410023296697,1,-0.40170017469963604,0.48746650364331945,1,False,True,False,False,False,False,False,False,False
0,-0.24345440921725975,-0.47678410023296697,1,0.3082268113643111,-0.5221661809287167,0,False,False,False,False,False,False,False,True,False
0,-1.3124214582493337,1.2583545276981924,1,-0.40170017469963604,1.2403153548473163,0,False,False,False,True,False,False,False,False,False
0,-0.1528878572356754,-0.47678410023296697,1,-1.8215541468275305,0.6189800859199587,0,False,False,False,False,False,True,False,False,False
0,0.12593130544382458,-0.47678410023296697,1,0.3082268113643111,-0.5801202966090627,0,False,False,False,False,False,True,False,False,False
0,0.08536304727137635,-0.47678410023296697,1,-0.40170017469963604,-1.4168537469458065,1,False,True,False,False,False,False,False,False,False
0,-0.33178337775578887,-0.47678410023296697,1,-1.1116271607635833,0.6119383563526798,1,False,False,False,False,False,False,False,True,False
0,1.5075905111987662,-0.47678410023296697,1,-0.40170017469963604,-0.98975741428507,0,False,False,False,False,False,True,False,False,False
0,-0.697362550628924,-0.47678410023296697,1,0.3082268113643111,0.33255447754241313,0,False,False,False,False,False,False,False,False,False
0,1.5520990912830988,-0.47678410023296697,1,-1.1116271607635833,-1.1518196832667835,0,False,False,False,False,True,False,False,False,False
0,-0.2064557767198701,-0.47678410023296697,1,2.438007769556153,0.08151549548545799,0,False,True,False,False,False,False,False,False,False
0,0.26054758201364286,-0.47678410023296697,1,1.0181537974282584,-0.6354159561595439,0,False,False,False,False,False,False,False,True,False
0,-0.9175494340442323,-0.47678410023296697,2,1.7280807834922054,-0.3841504505091627,1,False,False,False,False,False,False,False,False,False
0,0.33676219053499057,-0.47678410023296697,1,-0.40170017469963604,0.17928689311495014,0,False,False,False,False,False,True,False,False,False
0,-0.9359746353577628,-0.47678410023296697,1,1.7280807834922054,-1.185212435939082,1,False,False,False,False,False,False,False,True,False
0,-0.8287270689753252,1.2583545276981924,2,0.3082268113643111,-0.8080294010454684,0,False,False,False,False,False,True,False,False,False
0,-0.07605001589778236,1.2583545276981924,2,-1.1116271607635833,0.6717547511348185,0,True,False,False,False,False,False,False,False,False
0,1.470529081320966,-0.47678410023296697,1,1.0181537974282584,0.7333566831967677,0,False,False,False,False,False,False,False,True,False
0,-0.7401358731315393,1.2583545276981924,1,1.0181537974282584,-0.5694717700153031,0,False,True,False,False,False,False,False,False,False
0,1.3032098879981602,1.2583545276981924,0,-1.8215541468275305,0.48795481874225277,0,False,False,False,False,False,False,True,False,False
0,1.4281753978602725,1.2583545276981924,1,-1.8215541468275305,-0.33106061534335374,0,False,True,False,False,False,False,False,False,False
0,-1.7303748107098873,1.2583545276981924,1,0.3082268113643111,-0.8045108510797061,0,False,False,False,False,False,False,True,False,False
0,0.05481891058473848,-0.47678410023296697,1,0.3082268113643111,-0.45337182728695047,0,False,True,False,False,False,False,False,False,False
0,-0.26621531898223244,-2.2119227281641263,1,1.0181537974282584,0.48236147222657577,0,False,False,False,False,False,False,False,True,False
0,-1.02112946075158,1.2583545276981924,1,1.0181537974282584,-0.10086517755189126,0,False,False,True,False,False,False,False,False,False
0,1.3647226394725942,1.2583545276981924,2,-0.40170017469963604,-0.6939636298829187,0,True,False,False,False,False,False,False,False,False
0,0.07720174594055863,-0.47678410023296697,1,0.3082268113643111,-0.727720424522471,0,False,False,False,False,True,False,False,False,False
0,-0.11854952393129728,-0.47678410023296697,1,1.0181537974282584,-0.23664122782814276,0,False,False,False,False,False,False,False,True,False
0,-1.2036963159380771,1.2583545276981924,1,0.3082268113643111,-0.47444867487004044,0,False,False,True,False,False,False,False,False,False
0,1.997594238355572,-2.2119227281641263,0,-1.1116271607635833,-1.6435804462558434,0,False,False,False,False,False,False,False,True,False
0,1.3394975605899464,-0.47678410023296697,1,-1.1116271607635833,-0.3346844692815385,0,False,True,False,False,False,False,False,False,False
0,0.566230329230996,-0.47678410023296697,0,1.0181537974282584,1.2532554748537585,0,False,False,False,False,True,False,False,False,False
0,-0.5597993893899865,-0.47678410023296697,1,-1.1116271607635833,1.4469820905183675,0,False,False,False,False,False,True,False,False,False
0,-0.030744941376933142,-0.47678410023296697,0,-1.8215541468275305,-2.8894379215379353,0,False,False,False,False,False,True,False,False,False
0,-0.7993500368447785,1.2583545276981924,0,-0.40170017469963604,1.311137260402605,1,False,False,False,False,False,False,True,False,False
0,0.2973469057510347,-0.47678410023296697,2,1.7280807834922054,-0.06638014764058478,1,True,False,False,False,False,False,False,False,False
0,0.3822457000978361,1.2583545276981924,0,0.3082268113643111,-1.3788194695181821,0,False,False,False,False,False,True,False,False,False
0,1.2656492350944335,-0.47678410023296697,0,1.0181537974282584,-0.26850244745209084,0,False,True,False,False,False,False,False,False,False
0,0.6635278345920299,1.2583545276981924,1,0.3082268113643111,-1.5269083698017163,0,False,False,False,False,False,False,False,True,False
0,-0.8533664104556841,-0.47678410023296697,1,0.3082268113643111,-1.2366768858594943,0,False,False,False,False,False,True,False,False,False
0,0.24534925828801146,-0.47678410023296697,1,1.0181537974282584,-0.14159190249113102,1,False,False,False,False,False,False,False,True,False
0,-0.07279382329571132,1.2583545276981924,1,1.7280807834922054,-1.2958900308237165,1,False,False,False,False,False,False,False,False,True
0,-0.5302770409622503,-0.47678410023296697,1,1.0181537974282584,-0.368631794710319,1,False,False,False,False,False,False,False,True,False
0,-0.15214401272114797,-0.47678410023296697,1,1.0181537974282584,0.26698016787218626,1,True,False,False,False,False,False,False,False,False
0,-0.27686852516110716,1.2583545276981924,1,1.0181537974282584,0.1609666354970036,0,False,False,False,False,False,True,False,False,False
0,2.486859667170274,-0.47678410023296697,2,-1.8215541468275305,-1.7071624042838793,1,False,False,False,False,True,False,False,False,False
0,-0.48567439129068357,1.2583545276981924,1,-0.40170017469963604,0.6382085917874578,0,False,False,False,False,False,False,True,False,False
0,-0.817625192084764,-0.47678410023296697,1,-1.1116271607635833,1.0351095366517855,1,False,False,False,False,False,False,True,False,False
0,-0.8667916645848466,-0.47678410023296697,1,-0.40170017469963604,1.0977252826730453,1,False,True,False,False,False,False,False,False,False
0,-0.978678350705069,-0.47678410023296697,2,1.7280807834922054,-0.38406719402596134,0,False,False,False,False,False,True,False,False,False
0,0.8719692982461601,1.2583545276981924,1,0.3082268113643111,-0.34794114138215293,0,False,False,False,False,False,False,True,False,False
0,0.7192489020346057,1.2583545276981924,1,-1.8215541468275305,0.5521008846579657,1,False,False,True,False,False,False,False,False,False
0,0.09041247814835295,1.2583545276981924,1,-0.40170017469963604,-1.6033726049437944,0,False,False,False,False,False,False,True,False,False
0,0.7492680014062025,1.2583545276981924,1,1.0181537974282584,1.0615161693529318,0,False,False,False,False,False,False,False,True,False
0,-0.9258417178591987,-0.47678410023296697,0,-1.8215541468275305,1.2624756946771947,0,False,False,False,True,False,False,False,False,False
0,0.9330124762918183,1.2583545276981924,0,1.7280807834922054,0.8071731467179738,0,False,False,False,False,False,True,False,False,False
0,0.12614852551872105,-2.2119227281641263,2,-1.8215541468275305,-3.006359920884077,0,False,False,False,False,False,False,False,False,True
0,1.626896255609728,-0.47678410023296697,0,1.0181537974282584,0.5191201168016386,0,False,True,False,False,False,False,False,False,False
0,-0.04299177623951632,-0.47678410023296697,2,-1.1116271607635833,1.125510043505198,0,False,False,False,False,False,False,False,False,True
0,0.21580820832470143,-0.47678410023296697,1,-0.40170017469963604,-0.7112473047572754,0,False,True,False,False,False,False,False,False,False
0,-2.6332160569882417,-0.47678410023296697,1,-0.40170017469963604,2.2121654343343993,0,False,False,True,False,False,False,False,False,False
0,-0.7174931330414218,-0.47678410023296697,1,-0.40170017469963604,-0.13214191799496455,1,False,False,False,False,True,False,False,False,False
0,-2.0526342645448494,-0.47678410023296697,1,1.0181537974282584,0.09994799527936414,1,False,True,False,False,False,False,False,False,False
0,0.21643470944949894,-0.47678410023296697,1,1.7280807834922054,-0.22563490754595777,0,False,True,False,False,False,False,False,False,False
0,2.0459568171741687,-0.47678410023296697,2,-1.1116271607635833,-0.6054889885159812,1,False,False,False,False,False,False,False,False,False
0,0.24036778047071297,1.2583545276981924,1,1.0181537974282584,-1.531545626758103,0,False,True,False,False,False,False,False,False,False
0,0.9604339182382207,-0.47678410023296697,1,1.0181537974282584,0.07148181768239122,0,False,False,False,False,False,False,False,False,True
0,-0.006515452996728151,-0.47678410023296697,2,1.7280807834922054,0.8141578330293925,0,False,False,False,False,False,False,True,False,False
0,0.971093274227571,-0.47678410023296697,1,1.0181537974282584,-0.27480233486016853,0,False,False,False,False,False,True,False,False,False
0,0.052182043227399194,-0.47678410023296697,1,-1.1116271607635833,0.8943493421891583,0,True,False,False,False,False,False,False,False,False
0,0.9047102191344996,-0.47678410023296697,1,-1.1116271607635833,0.04341920813556492,0,False,False,False,False,False,False,True,False,False
0,-0.6151730721984965,-0.47678410023296697,2,-0.40170017469963604,1.75253806605501,0,False,True,False,False,False,False,False,False,False
0,-1.0639563896792725,1.2583545276981924,0,-0.40170017469963604,1.286892557151938,1,False,False,False,False,True,False,False,False,False
1,0.07736178297555946,-0.47678410023296697,1,-1.1116271607635833,0.3822272083195981,1,False,False,False,False,True,False,False,False,False
0,-1.1184764835389074,1.2583545276981924,1,0.3082268113643111,1.9338978990831353,0,False,False,False,False,False,True,False,False,False
0,-0.07691395540714993,-0.47678410023296697,0,-0.40170017469963604,0.05949300479199909,0,False,False,False,False,False,False,True,False,False
0,0.15195211555011198,-0.47678410023296697,1,0.3082268113643111,-0.025715284109295043,0,True,False,False,False,False,False,False,False,False
0,-0.007072376377037017,1.2583545276981924,1,-0.40170017469963604,-0.11886151697808621,0,False,False,False,False,False,False,False,False,True
0,0.6611582806833423,-0.47678410023296697,1,-1.1116271607635833,-0.11701142738842471,1,False,False,False,False,False,False,False,True,False
0,2.5173914417534724,1.2583545276981924,2,-0.40170017469963604,-1.1248377355307777,0,False,False,False,False,False,False,True,False,False
1,1.8970568629338562,-0.47678410023296697,1,-0.40170017469963604,-0.7188299910802235,0,True,False,False,False,False,False,False,False,False
0,-0.1346099528857605,-0.47678410023296697,1,1.0181537974282584,-0.4085654729540999,0,False,False,False,False,False,False,False,False,False
